0	0
0.02	0
0.04	0
0.06	0
0.08	0
0.1	0
0.12	0
0.14	0
0.16	0
0.18	0
0.2	-9.91E-13
0.22	-9.91E-13
0.24	0
0.26	0
0.28	0
0.3	0
0.32	0
0.34	0
0.36	0
0.38	0
0.4	0.00E+00
0.42	-1.71E-11
0.44	-1.71E-11
0.46	1.17E-11
0.48	1.76E-11
0.5	0.00E+00
0.52	9.37E-12
0.54	9.38E-12
0.56	9.37E-12
0.58	-2.42E-11
0.6	-2.42E-11
0.62	0
0.64	0
0.66	0
0.68	-2.29E-11
0.7	-3.44E-11
0.72	-3.44E-11
0.74	0.00E+00
0.76	-5.89E-11
0.78	2.97E-11
0.8	2.97E-11
0.82	0.00E+00
0.84	0.00E+00
0.86	0.00E+00
0.88	0.00E+00
0.9	-4.50E-11
0.92	-4.50E-11
0.94	-5.62E-11
0.96	-5.62E-11
0.98	5.50E-11
1	4.39E-11
1.02	4.39E-11
1.04	0.00E+00
1.06	0.00E+00
1.08	6.27E-11
1.1	6.27E-11
1.12	6.27E-11
1.14	9.41E-11
1.16	9.41E-11
1.18	9.41E-11
1.2	9.41E-11
1.22	-2.17E-10
1.24	-2.17E-10
1.26	-2.17E-10
1.28	-2.17E-10
1.3	-2.17E-10
1.32	-2.17E-10
1.34	2.15E-10
1.36	2.15E-10
1.38	-1.93E-11
1.4	-1.93E-11
1.42	-1.93E-11
1.44	1.05E-11
1.46	1.05E-11
1.48	-2.08E-11
1.5	-2.07E-11
1.52	-2.07E-10
1.54	3.50E-10
1.56	3.50E-10
1.58	3.50E-10
1.6	3.50E-10
1.62	3.50E-10
1.64	4.37E-10
1.66	4.37E-10
1.68	-1.55E-10
1.7	-1.55E-10
1.72	-1.55E-10
1.74	-1.55E-10
1.76	-1.55E-10
1.78	1.32E-10
1.8	1.32E-10
1.82	-3.76E-10
1.84	-3.76E-10
1.86	-3.75E-10
1.88	-4.51E-10
1.9	-4.51E-10
1.92	-4.51E-10
1.94	-4.51E-10
1.96	-4.51E-10
1.98	-4.51E-10
2	-4.51E-10
2.02	-4.51E-10
2.04	6.85E-10
2.06	6.85E-10
2.08	6.85E-10
2.1	6.85E-10
2.12	6.85E-10
2.14	6.85E-10
2.16	6.85E-10
2.18	6.85E-10
2.2	6.85E-10
2.22	-6.64E-10
2.24	-6.64E-10
2.26	-8.85E-10
2.28	-8.85E-10
2.3	-8.85E-10
2.32	-8.85E-10
2.34	-8.85E-10
2.36	-8.85E-10
2.38	-8.85E-10
2.4	3.93E-09
2.42	3.93E-09
2.44	-8.95E-10
2.46	-8.95E-10
2.48	-8.95E-10
2.5	-8.95E-10
2.52	-8.95E-10
2.54	8.43E-10
2.56	8.43E-10
2.58	8.43E-10
2.6	8.43E-10
2.62	-2.46E-10
2.64	-2.46E-10
2.66	-4.48E-10
2.68	-4.48E-10
2.7	-4.48E-10
2.72	-4.48E-10
2.74	-4.48E-10
2.76	-5.61E-10
2.78	4.18E-10
2.8	4.18E-10
2.82	4.18E-10
2.84	3.35E-10
2.86	3.35E-10
2.88	3.35E-10
2.9	-7.65E-10
2.92	-7.65E-10
2.94	-7.65E-10
2.96	-7.65E-10
2.98	7.20E-10
3	7.21E-10
3.02	7.20E-10
3.04	-6.80E-10
3.06	-6.80E-10
3.08	-6.80E-10
3.1	-6.80E-10
3.12	-6.80E-10
3.14	6.68E-10
3.16	6.68E-10
3.18	6.68E-10
3.2	6.68E-10
3.22	-1.18E-09
3.24	-1.18E-09
3.26	-1.41E-09
3.28	1.60E-09
3.3	1.60E-09
3.32	1.60E-09
3.34	1.60E-09
3.36	1.60E-09
3.38	-1.44E-09
3.4	-1.44E-09
3.42	-1.44E-09
3.44	-1.44E-09
3.46	1.33E-09
3.48	1.33E-09
3.5	1.33E-09
3.52	1.33E-09
3.54	-1.20E-09
3.56	-1.20E-09
3.58	-1.20E-09
3.6	3.67E-10
3.62	3.67E-10
3.64	3.67E-10
3.66	3.67E-10
3.68	-9.10E-10
3.7	-9.09E-10
3.72	-9.09E-10
3.74	5.94E-10
